prompt,q1,q2,q3,q4,q5,q6,o1,o2,o3,o4,o5,o6
Moonlight moving across the sheets as the moon rises,视频光影是否真实合理？,,,,,,"-1：没有明显光影,1：不真实,2：仔细分析能看出异常,3：真实合理",,,,,
Jack Ma riding a bicycle.,人物是否与文本一致？,动作是否和文本一致？,动作是否真实合理？,,,,"-1：文本没有提及人物形象,1：不一致,2：不完全一致,3：一致","-1：提示文本没有描述动作，表示此问题作废,1：完全不一致,2：目标动作未完成,3：完全一致（描述周期性动作时应当整个视频都一致，一次性动作应当完成）","-1：视频没有出现动作词或对动作的描述,1：完全不合理，现实中无法实现,2：符合逻辑，但不够真实,3：真实合理",,,
Marilyn Monroe,人物是否与文本一致？,,,,,,"-1：文本没有提及人物形象,1：不一致,2：不完全一致,3：一致",,,,,
Michael Jackson,人物是否与文本一致？,,,,,,"-1：文本没有提及人物形象,1：不一致,2：不完全一致,3：一致",,,,,
animals in suits having a meeting,文本中的非真实描述是否得到符合想象的呈现？,,,,,,"-1：没有出现文本中提到的非真实描述,1：完全不符合想象,2：部分符合想象，部分不符合,3：完全符合想象",,,,,
"On a bright and sunny day, vehicles speed along the highway.",场景是否和文本一致？,场景是否真实,文本中提到的天气表现是否真实？,,,,"-1：提示文本没有提到场景，表示此问题作废,1：完全不一致,2：整个视频不完全是该场景或者是混合了其他场景,3：完全一致","-1：视频没有生成场景（纯色背景或者模糊无法识别的场景）或文本指示了非真实的场景,1：完全不真实,2：不够真实，能察觉到一些异常,3：非常真实，找不到异常","-1：没有出现文本中提到的天气,1：完全不真实,2：比较真实，但有瑕疵,3：非常真实",,,
The shockwave from an explosion,气态（烟雾、水雾）运动是否真实合理？,,,,,,"-1：没有气态运动,1：完全不真实,2：有一些异常,3：真实合理",,,,,
"When it is partly cloudy, passengers queue to enter the subway station.",场景是否和文本一致？,场景是否真实,文本中提到的天气表现是否真实？,,,,"-1：提示文本没有提到场景，表示此问题作废,1：完全不一致,2：整个视频不完全是该场景或者是混合了其他场景,3：完全一致","-1：视频没有生成场景（纯色背景或者模糊无法识别的场景）或文本指示了非真实的场景,1：完全不真实,2：不够真实，能察觉到一些异常,3：非常真实，找不到异常","-1：没有出现文本中提到的天气,1：完全不真实,2：比较真实，但有瑕疵,3：非常真实",,,
dancing tree,文本中的非真实描述是否得到符合想象的呈现？,,,,,,"-1：没有出现文本中提到的非真实描述,1：完全不符合想象,2：部分符合想象，部分不符合,3：完全符合想象",,,,,
Dust kicked up by a racing car,气态（烟雾、水雾）运动是否真实合理？,,,,,,"-1：没有气态运动,1：完全不真实,2：有一些异常,3：真实合理",,,,,
"In moderate rain, passengers wait at the taxi stand.",场景是否和文本一致？,场景是否真实,文本中提到的天气表现是否真实？,,,,"-1：提示文本没有提到场景，表示此问题作废,1：完全不一致,2：整个视频不完全是该场景或者是混合了其他场景,3：完全一致","-1：视频没有生成场景（纯色背景或者模糊无法识别的场景）或文本指示了非真实的场景,1：完全不真实,2：不够真实，能察觉到一些异常,3：非常真实，找不到异常","-1：没有出现文本中提到的天气,1：完全不真实,2：比较真实，但有瑕疵,3：非常真实",,,
"A woman raises her hand and waves at the center in daytime, time-lapse.",视频速度是否与文本一致？,,,,,,"-1：文本没有提及视频速度,1：不一致,2：一致",,,,,
Basketball hitting the ground and rebounding,碰撞是否真实合理？,,,,,,"-1：没有碰撞,1：完全不真实,2：有一些异常,3：真实合理",,,,,
Wispy smoke curling upwards,气态（烟雾、水雾）运动是否真实合理？,,,,,,"-1：没有气态运动,1：完全不真实,2：有一些异常,3：真实合理",,,,,
"During light rain, someone returns a bike at the public bike station.",场景是否和文本一致？,场景是否真实,文本中提到的天气表现是否真实？,,,,"-1：提示文本没有提到场景，表示此问题作废,1：完全不一致,2：整个视频不完全是该场景或者是混合了其他场景,3：完全一致","-1：视频没有生成场景（纯色背景或者模糊无法识别的场景）或文本指示了非真实的场景,1：完全不真实,2：不够真实，能察觉到一些异常,3：非常真实，找不到异常","-1：没有出现文本中提到的天气,1：完全不真实,2：比较真实，但有瑕疵,3：非常真实",,,
"At high noon under the blazing sun, pedestrians hurry along the sidewalk.",场景是否和文本一致？,场景是否真实,文本中提到的时间段表现是否真实合理？,,,,"-1：提示文本没有提到场景，表示此问题作废,1：完全不一致,2：整个视频不完全是该场景或者是混合了其他场景,3：完全一致","-1：视频没有生成场景（纯色背景或者模糊无法识别的场景）或文本指示了非真实的场景,1：完全不真实,2：不够真实，能察觉到一些异常,3：非常真实，找不到异常","-1：没有出现文本中提到的时间段,1：完全不真实,2：比较真实，但有瑕疵,3：非常真实",,,
"At dusk before a storm, people queue at the bus stop.",场景是否和文本一致？,场景是否真实,文本中提到的时间段表现是否真实合理？,,,,"-1：提示文本没有提到场景，表示此问题作废,1：完全不一致,2：整个视频不完全是该场景或者是混合了其他场景,3：完全一致","-1：视频没有生成场景（纯色背景或者模糊无法识别的场景）或文本指示了非真实的场景,1：完全不真实,2：不够真实，能察觉到一些异常,3：非常真实，找不到异常","-1：没有出现文本中提到的时间段,1：完全不真实,2：比较真实，但有瑕疵,3：非常真实",,,
"At dusk before a storm, a delivery man pushes his bicycle forward.",文本中提到的时间段表现是否真实合理？,视频中人的生成质量如何？,场景是否和文本一致？,场景是否真实,动作是否和文本一致？,动作是否真实合理？,"-1：没有出现文本中提到的时间段,1：完全不真实,2：比较真实，但有瑕疵,3：非常真实","-1：视频中没有出现人,1：质量非常差，勉强有人形,2：质量差，肢体扭曲,3：质量一般，有一些形变,4：质量好，仅有一些微小的不易察觉的异常,5：质量非常好，没有异常","-1：提示文本没有提到场景，表示此问题作废,1：完全不一致,2：整个视频不完全是该场景或者是混合了其他场景,3：完全一致","-1：视频没有生成场景（纯色背景或者模糊无法识别的场景）或文本指示了非真实的场景,1：完全不真实,2：不够真实，能察觉到一些异常,3：非常真实，找不到异常","-1：提示文本没有描述动作，表示此问题作废,1：完全不一致,2：目标动作未完成,3：完全一致（描述周期性动作时应当整个视频都一致，一次性动作应当完成）","-1：视频没有出现动作词或对动作的描述,1：完全不合理，现实中无法实现,2：符合逻辑，但不够真实,3：真实合理"
"At midnight, passengers wait in the train station lounge.",场景是否和文本一致？,场景是否真实,文本中提到的时间段表现是否真实合理？,,,,"-1：提示文本没有提到场景，表示此问题作废,1：完全不一致,2：整个视频不完全是该场景或者是混合了其他场景,3：完全一致","-1：视频没有生成场景（纯色背景或者模糊无法识别的场景）或文本指示了非真实的场景,1：完全不真实,2：不够真实，能察觉到一些异常,3：非常真实，找不到异常","-1：没有出现文本中提到的时间段,1：完全不真实,2：比较真实，但有瑕疵,3：非常真实",,,
Bottle cap popping off and falling down,物体运动轨迹是否真实合理？,,,,,,"-1：没有物体运动,1：完全不真实,2：有一些异常,3：真实合理",,,,,
Water bottle falling from the bed to the floor,物体运动轨迹是否真实合理？,,,,,,"-1：没有物体运动,1：完全不真实,2：有一些异常,3：真实合理",,,,,
Clouds and mist weaving around mountains,气态（烟雾、水雾）运动是否真实合理？,,,,,,"-1：没有气态运动,1：完全不真实,2：有一些异常,3：真实合理",,,,,
A person walking.,动作是否和文本一致？,动作是否真实合理？,视频中人的生成质量如何？,,,,"-1：提示文本没有描述动作，表示此问题作废,1：完全不一致,2：目标动作未完成,3：完全一致（描述周期性动作时应当整个视频都一致，一次性动作应当完成）","-1：视频没有出现动作词或对动作的描述,1：完全不合理，现实中无法实现,2：符合逻辑，但不够真实,3：真实合理","-1：视频中没有出现人,1：质量非常差，勉强有人形,2：质量差，肢体扭曲,3：质量一般，有一些形变,4：质量好，仅有一些微小的不易察觉的异常,5：质量非常好，没有异常",,,
